"id","Y","GltB","GltD","GltB2","GltD2","GlnA","GlnA3","GlnA4","GlnN","GlnA6","GatA","GatB","GatC","Gdh1","Gdh2","Gdh3"
"866777.3","1","1","1","0","0","0","1","0","0","0","1","1","1","1","0","0"
"1385938.3","1","1","1","0","0","0","1","0","0","0","1","1","1","1","0","0"
"1365969.3","1","1","1","0","0","0","1","0","0","0","1","1","1","1","0","0"
"566552.4","1","1","1","0","0","0","1","0","0","0","1","1","1","1","0","0"
"1686.6","1","1","1","0","0","0","1","0","0","0","1","1","1","1","0","0"
"553191.3","1","1","1","0","0","0","1","0","0","0","1","1","1","1","0","0"
"6666666.201629","1","1","1","0","0","0","1","0","0","0","1","1","1","1","0","0"
"401473.3","1","1","1","0","0","0","1","0","0","0","1","1","1","1","0","0"
"1150423.4","1","1","1","0","0","0","1","0","0","0","1","1","1","1","0","0"
"871562.3","1","1","1","0","0","0","1","0","0","0","1","1","1","1","0","0"
"473819.7","1","1","1","0","0","0","1","0","0","0","1","1","1","1","0","0"
"561180.4","1","1","1","0","0","0","1","0","0","0","1","1","1","1","0","0"
"1690.84","1","1","1","0","0","0","1","0","0","0","1","1","1","1","0","0"
"1694.11","1","1","1","0","0","0","1","0","0","0","1","1","1","1","0","0"
"391904.8","1","1","1","0","0","0","1","0","0","0","1","1","1","1","0","0"
"1682.29","1","1","1","0","0","0","1","0","0","0","1","1","1","1","0","0"
"1682.50","1","1","1","0","0","0","1","0","0","0","1","1","1","1","0","0"
"1682.49","1","1","1","0","0","0","1","0","0","0","1","1","1","1","0","0"
"1682.17","1","1","1","0","0","0","1","0","0","0","1","1","1","1","0","0"
"1682.24","1","1","1","0","0","0","1","0","0","0","1","1","1","1","0","0"
"1678.111","1","1","1","0","0","0","1","0","0","0","1","1","1","1","0","0"
"1682.13","1","1","1","0","0","0","1","0","0","0","1","1","1","1","0","0"
"1682.20","1","1","1","0","0","0","1","0","0","0","1","1","1","1","0","0"
"1682.19","1","1","1","0","0","0","1","0","0","0","1","1","1","1","0","0"
"1682.30","1","1","1","0","0","0","1","0","0","0","1","1","1","1","0","0"
"1682.16","1","1","1","0","0","0","1","0","0","0","1","1","1","1","0","0"
"1682.18","1","1","1","0","0","0","1","0","0","0","1","1","1","1","0","0"
"1682.15","1","1","1","0","0","0","1","0","0","0","1","1","1","1","0","0"
"1682.32","1","1","1","0","0","0","1","0","0","0","1","1","1","1","0","0"
"1457183.3","1","1","1","0","0","0","1","0","0","0","1","1","1","1","0","0"
"1150460.7","1","1","1","0","0","0","1","0","0","0","1","1","1","1","0","0"
"1679.22","1","1","1","0","0","0","1","0","0","0","1","1","1","1","0","0"
"216816.147","1","1","1","0","0","0","1","0","0","0","1","1","1","1","0","0"
"216816.167","1","1","1","0","0","0","1","0","0","0","1","1","1","1","0","0"
"1679.9","1","1","1","0","0","0","1","0","0","0","1","1","1","1","0","0"
"1679.14","1","1","1","0","0","0","1","0","0","0","1","1","1","1","0","0"
"216816.186","1","1","1","0","0","0","1","0","0","0","1","1","1","1","0","0"
"216816.264","1","1","1","0","0","0","1","0","0","0","1","1","1","1","0","0"
"216816.263","1","1","1","0","0","0","1","0","0","0","1","1","1","1","0","0"
"216816.275","1","1","1","0","0","0","1","0","0","0","1","1","1","1","0","0"
"1350473.3","1","1","1","0","0","0","1","0","0","0","1","1","1","1","0","0"
"216816.311","1","1","1","0","0","0","1","0","0","0","1","1","1","1","0","0"
"216816.279","1","1","1","0","0","0","1","0","0","0","1","1","1","1","0","0"
"216816.378","1","1","1","0","0","0","1","0","0","0","1","1","1","1","0","0"
"216816.288","1","1","1","0","0","0","1","0","0","0","1","1","1","1","0","0"
"1679.23","1","1","1","0","0","0","1","0","0","0","1","1","1","1","0","0"
"216816.277","1","1","1","0","0","0","1","0","0","0","1","1","1","1","0","0"
"1298922.3","1","1","1","0","0","0","1","0","0","0","1","1","1","1","0","0"
"216816.171","1","1","1","0","0","0","1","0","0","0","1","1","1","1","0","0"
"216816.145","1","1","1","0","0","0","1","0","0","0","1","1","1","1","0","0"
"1350471.3","1","1","1","0","0","0","1","0","0","0","1","1","1","1","0","0"
"216816.174","1","1","1","0","0","0","1","0","0","0","1","1","1","1","0","0"
"216816.173","1","1","1","0","0","0","1","0","0","0","1","1","1","1","0","0"
"216816.304","1","1","1","0","0","0","1","0","0","0","1","1","1","1","0","0"
"216816.296","1","1","1","0","0","0","1","0","0","0","1","1","1","1","0","0"
"216816.303","1","1","1","0","0","0","1","0","0","0","1","1","1","1","0","0"
"216816.224","1","1","1","0","0","0","1","0","0","0","1","1","1","1","0","0"
"1350472.3","1","1","1","0","0","0","1","0","0","0","1","1","1","1","0","0"
"216816.280","1","1","1","0","0","0","1","0","0","0","1","1","1","1","0","0"
"216816.282","1","1","1","0","0","0","1","0","0","0","1","1","1","1","0","0"
"1679.31","1","1","1","0","0","0","1","0","0","0","1","1","1","1","0","0"
"216816.301","1","1","1","0","0","0","1","0","0","0","1","1","1","1","0","0"
"1266716.3","1","1","1","0","0","0","1","0","0","0","1","1","1","1","0","0"
"216816.127","1","1","1","0","0","0","1","0","0","0","1","1","1","1","0","0"
"216816.169","1","1","1","0","0","0","1","0","0","0","1","1","1","1","0","0"
"565042.3","1","1","1","0","0","0","1","0","0","0","1","1","1","1","0","0"
"216816.291","1","1","1","0","0","0","1","0","0","0","1","1","1","1","0","0"
"216816.117","1","1","1","0","0","0","1","0","0","0","1","1","1","1","0","0"
"216816.306","1","1","1","0","0","0","1","0","0","0","1","1","1","1","0","0"
"216816.294","1","1","1","0","0","0","1","0","0","0","1","1","1","1","0","0"
"216816.226","1","1","1","0","0","0","1","0","0","0","1","1","1","1","0","0"
"1035817.4","1","1","1","0","0","0","1","0","0","0","1","1","1","1","0","0"
"216816.289","1","1","1","0","0","0","1","0","0","0","1","1","1","1","0","0"
"216816.293","1","1","1","0","0","0","1","0","0","0","1","1","1","1","0","0"
"1679.20","1","1","1","0","0","0","1","0","0","0","1","1","1","1","0","0"
"216816.278","1","1","1","0","0","0","1","0","0","0","1","1","1","1","0","0"
"1457186.3","1","1","1","0","0","0","1","0","0","0","1","1","1","1","0","0"
"759350.3","1","1","1","0","0","0","1","0","0","0","1","1","1","1","0","0"
"216816.128","1","1","1","0","0","0","1","0","0","0","1","1","1","1","0","0"
"216816.176","1","1","1","0","0","0","1","0","0","0","1","1","1","1","0","0"
"1457184.3","1","1","1","0","0","0","1","0","0","0","1","1","1","1","0","0"
"1679.55","1","1","1","0","0","0","1","0","0","0","1","1","1","1","0","0"
"1457185.3","1","1","1","0","0","0","1","0","0","0","1","1","1","1","0","0"
"216816.285","1","1","1","0","0","0","1","0","0","0","1","1","1","1","0","0"
"216816.270","1","1","1","0","0","0","1","0","0","0","1","1","1","1","0","0"
"216816.272","1","1","1","0","0","0","1","0","0","0","1","1","1","1","0","0"
"216816.324","1","1","1","0","0","0","1","0","0","0","1","1","1","1","0","0"
"537937.5","1","1","1","0","0","0","1","0","0","0","1","1","1","1","0","0"
"216816.168","1","1","1","0","0","0","1","0","0","0","1","1","1","1","0","0"
"216816.107","1","1","1","0","0","0","1","0","0","0","1","1","1","1","0","0"
"216816.115","1","1","1","0","0","0","1","0","0","0","1","1","1","1","0","0"
"216816.266","1","1","1","0","0","0","1","0","0","0","1","1","1","1","0","0"
"216816.181","1","1","1","0","0","0","1","0","0","0","1","1","1","1","0","0"
"216816.287","1","1","1","0","0","0","1","0","0","0","1","1","1","1","0","0"
"1161743.3","1","1","1","0","0","0","1","0","0","0","1","1","1","1","0","0"
"565040.3","1","1","1","0","0","0","1","0","0","0","1","1","1","1","0","0"
"216816.184","1","1","1","0","0","0","1","0","0","0","1","1","1","1","0","0"
"1679.7","1","1","1","0","0","0","1","0","0","0","1","1","1","1","0","0"
"216816.183","1","1","1","0","0","0","1","0","0","0","1","1","1","1","0","0"
"216816.281","1","1","1","0","0","0","1","0","0","0","1","1","1","1","0","0"
"216816.146","1","1","1","0","0","0","1","0","0","0","1","1","1","1","0","0"
"216816.222","1","1","1","0","0","0","1","0","0","0","1","1","1","1","0","0"
"216816.284","1","1","1","0","0","0","1","0","0","0","1","1","1","1","0","0"
"216816.299","1","1","1","0","0","0","1","0","0","0","1","1","1","1","0","0"
"216816.283","1","1","1","0","0","0","1","0","0","0","1","1","1","1","0","0"
"216816.302","1","1","1","0","0","0","1","0","0","0","1","1","1","1","0","0"
"216816.300","1","1","1","0","0","0","1","0","0","0","1","1","1","1","0","0"
"1679.12","1","1","1","0","0","0","1","0","0","0","1","1","1","1","0","0"
"1679.24","1","1","1","0","0","0","1","0","0","0","1","1","1","1","0","0"
"1679.11","1","1","1","0","0","0","1","0","0","0","1","1","1","1","0","0"
"1679.26","1","1","1","0","0","0","1","0","0","0","1","1","1","1","0","0"
"216816.170","1","1","1","0","0","0","1","0","0","0","1","1","1","1","0","0"
"216816.172","1","1","1","0","0","0","1","0","0","0","1","1","1","1","0","0"
"216816.268","1","1","1","0","0","0","1","0","0","0","1","1","1","1","0","0"
"206672.9","1","1","1","0","0","0","1","0","0","0","1","1","1","1","0","0"
"216816.295","1","1","1","0","0","0","1","0","0","0","1","1","1","1","0","0"
"216816.276","1","1","1","0","0","0","1","0","0","0","1","1","1","1","0","0"
"216816.310","1","1","1","0","0","0","1","0","0","0","1","1","1","1","0","0"
"216816.308","1","1","1","0","0","0","1","0","0","0","1","1","1","1","0","0"
"216816.312","1","1","1","0","0","0","1","0","0","0","1","1","1","1","0","0"
"216816.228","1","1","1","0","0","0","1","0","0","0","1","1","1","1","0","0"
"1679.13","1","1","1","0","0","0","1","0","0","0","1","1","1","1","0","0"
"216816.185","1","1","1","0","0","0","1","0","0","0","1","1","1","1","0","0"
"216816.111","1","1","1","0","0","0","1","0","0","0","1","1","1","1","0","0"
"216816.262","1","1","1","0","0","0","1","0","0","0","1","1","1","1","0","0"
"1161904.3","1","1","1","0","0","0","1","0","0","0","1","1","1","1","0","0"
"216816.297","1","1","1","0","0","0","1","0","0","0","1","1","1","1","0","0"
"216816.178","1","1","1","0","0","0","1","0","0","0","1","1","1","1","0","0"
"216816.114","1","1","1","0","0","0","1","0","0","0","1","1","1","1","0","0"
"216816.126","1","1","1","0","0","0","1","0","0","0","1","1","1","1","0","0"
"722911.3","1","1","1","0","0","0","1","0","0","0","1","1","1","1","0","0"
"1300227.3","1","1","1","0","0","0","1","0","0","0","1","1","1","1","0","0"
"216816.359","1","1","1","0","0","0","1","0","0","0","1","1","1","1","0","0"
"1679.51","1","1","1","0","0","0","1","0","0","0","1","1","1","1","0","0"
"1679.10","1","1","1","0","0","0","1","0","0","0","1","1","1","1","0","0"
"216816.180","1","1","1","0","0","0","1","0","0","0","1","1","1","1","0","0"
"216816.182","1","1","1","0","0","0","1","0","0","0","1","1","1","1","0","0"
"216816.315","1","1","1","0","0","0","1","0","0","0","1","1","1","1","0","0"
"216816.269","1","1","1","0","0","0","1","0","0","0","1","1","1","1","0","0"
"1679.8","1","1","1","0","0","0","1","0","0","0","1","1","1","1","0","0"
"205913.6","1","1","1","0","0","0","1","0","0","0","1","1","1","1","0","0"
"216816.307","1","1","1","0","0","0","1","0","0","0","1","1","1","1","0","0"
"216816.227","1","1","1","0","0","0","1","0","0","0","1","1","1","1","0","0"
"216816.177","1","1","1","0","0","0","1","0","0","0","1","1","1","1","0","0"
"216816.271","1","1","1","0","0","0","1","0","0","0","1","1","1","1","0","0"
"1322347.4","1","1","1","0","0","0","1","0","0","0","1","1","1","1","0","0"
"548480.3","1","1","1","0","0","0","1","0","0","0","1","1","1","1","0","0"
"1161745.3","1","1","1","0","0","0","1","0","0","0","1","1","1","1","0","0"
"216816.274","1","1","1","0","0","0","1","0","0","0","1","1","1","1","0","0"
"1679.6","1","1","1","0","0","0","1","0","0","0","1","1","1","1","0","0"
"1161744.3","1","1","1","0","0","0","1","0","0","0","1","1","1","1","0","0"
"216816.273","1","1","1","0","0","0","1","0","0","0","1","1","1","1","0","0"
"216816.298","1","1","1","0","0","0","1","0","0","0","1","1","1","1","0","0"
"216816.265","1","1","1","0","0","0","1","0","0","0","1","1","1","1","0","0"
"890402.3","1","1","1","0","0","0","1","0","0","0","1","1","1","1","0","0"
"216816.225","1","1","1","0","0","0","1","0","0","0","1","1","1","1","0","0"
"1679.29","1","1","1","0","0","0","1","0","0","0","1","1","1","1","0","0"
"216816.305","1","1","1","0","0","0","1","0","0","0","1","1","1","1","0","0"
"216816.179","1","1","1","0","0","0","1","0","0","0","1","1","1","1","0","0"
"216816.286","1","1","1","0","0","0","1","0","0","0","1","1","1","1","0","0"
"216816.309","1","1","1","0","0","0","1","0","0","0","1","1","1","1","0","0"
"216816.290","1","1","1","0","0","0","1","0","0","0","1","1","1","1","0","0"
"469594.3","1","1","1","0","0","0","1","0","0","0","1","1","1","1","0","0"
"216816.292","1","1","1","0","0","0","1","0","0","0","1","1","1","1","0","0"
"1682.23","1","1","1","0","0","0","1","0","0","0","1","1","1","1","0","0"
"216816.267","1","1","1","0","0","0","1","0","0","0","1","1","1","1","0","0"
"1205679.3","1","1","1","0","0","0","1","0","0","0","1","1","1","1","0","0"
"216816.175","1","1","1","0","0","0","1","0","0","0","1","1","1","1","0","0"
"216816.144","1","1","1","0","0","0","1","0","0","0","1","1","1","1","0","0"
"1679.45","1","1","1","0","0","0","1","0","0","0","1","1","1","1","0","0"
"216816.143","1","1","1","0","0","0","1","0","0","0","1","1","1","1","0","0"
"28026.188","1","1","1","0","0","0","1","0","0","0","1","1","1","1","0","0"
"28026.102","1","1","1","0","0","0","1","0","0","0","1","1","1","1","0","0"
"1454376.3","1","1","1","0","0","0","1","0","0","0","1","1","1","1","0","0"
"547043.16","1","1","1","0","0","0","1","0","0","0","1","1","1","1","0","0"
"6666666.205261","1","1","1","0","0","0","1","0","0","0","1","1","1","1","0","0"
"28026.27","1","1","1","0","0","0","1","0","0","0","1","1","1","1","0","0"
"28026.137","1","1","1","0","0","0","1","0","0","0","1","1","1","1","0","0"
"1150461.5","1","1","1","0","0","0","1","0","0","0","1","1","1","1","0","0"
"216816.113","1","1","1","0","0","0","1","0","0","0","1","1","1","1","0","0"
"566552.23","1","1","1","0","0","0","1","0","0","0","1","1","1","1","0","0"
"1254439.12","1","1","1","0","0","0","1","0","0","0","1","1","1","1","0","0"
"864564.3","1","0","0","0","0","0","1","0","0","0","1","1","1","1","0","0"
"641146.3","1","0","0","0","0","0","1","0","0","0","1","1","1","1","0","0"
"321955.4","1","1","1","1","0","0","1","0","0","0","1","1","1","1","1","1"
"1229781.4","1","1","1","1","0","0","1","0","0","0","1","1","0","1","1","1"
"1176165.3","1","0","0","1","0","0","1","0","0","0","1","1","1","1","0","1"
"1033736.3","1","1","1","1","0","0","1","0","0","0","1","1","1","1","0","1"
"1095767.3","1","1","1","0","0","0","1","0","0","0","1","1","0","1","1","0"
"1710.9","1","1","1","0","0","0","1","0","0","0","1","1","1","1","1","0"
"935839.3","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","0"
"1973217.4","1","1","1","0","0","0","1","0","0","0","1","1","1","1","0","0"
"1095772.3","1","1","1","0","0","0","1","0","0","0","1","1","1","1","0","0"
"1064537.3","1","1","1","0","0","0","1","0","0","0","1","1","1","1","0","0"
"1203568.3","1","0","0","0","0","0","1","0","0","0","1","1","1","1","0","0"
"188626.3","1","1","1","1","0","0","1","0","0","0","1","1","1","1","0","1"
"478801.5","1","0","0","1","0","0","1","0","0","0","1","1","1","1","1","1"
"2035.5","1","1","1","0","0","0","1","0","0","0","1","1","1","0","0","0"
"2615184.10","1","1","1","0","0","0","1","0","0","0","1","1","1","1","0","0"
"1122237.3","1","1","1","0","0","0","1","0","0","0","1","1","1","1","0","0"
"33918.10","1","1","1","0","0","0","1","0","0","0","1","1","1","1","0","0"
"1151126.3","1","1","1","0","0","0","1","0","0","0","1","1","1","0","0","0"
"2033.25","1","1","1","0","0","0","1","0","0","0","1","1","1","0","0","0"
"218496.4","0","0","0","0","0","0","1","0","0","0","1","1","1","0","0","0"
"203267.6","0","0","0","0","0","0","1","0","0","0","1","1","1","0","0","0"
"1120917.3","1","1","1","0","0","0","1","0","0","0","1","1","1","0","0","1"
"1121019.4","1","1","1","1","0","0","1","0","0","0","1","1","1","1","0","1"
"223184.36","1","1","1","1","0","0","1","0","0","0","1","1","1","1","0","1"
"223184.34","1","1","1","1","0","0","1","0","0","0","1","1","1","1","0","1"
"223184.32","1","1","1","1","0","0","1","0","0","0","1","1","1","1","0","1"
"223184.35","1","1","1","1","0","0","1","0","0","0","1","1","1","1","0","1"
"223184.33","1","1","1","1","0","0","1","0","0","0","1","1","1","1","0","1"
"1236550.3","1","1","1","1","0","0","1","0","0","0","1","1","1","1","0","1"
"71999.7","1","1","1","1","0","0","1","0","0","0","1","1","1","1","0","1"
"1029824.3","1","1","1","1","0","0","1","0","0","0","1","1","1","1","0","1"
"378753.5","1","1","1","1","0","0","1","0","0","0","1","1","1","1","0","1"
"1270.29","1","1","1","1","0","0","1","0","0","0","1","1","1","1","1","0"
"1270.34","1","1","1","1","0","0","1","0","0","0","1","1","1","1","1","0"
"1270.28","1","1","1","1","0","0","1","0","0","0","1","1","1","1","1","0"
"465515.4","1","1","1","1","0","0","1","0","0","0","1","1","1","1","1","0"
"596312.3","1","1","1","1","0","0","1","0","0","0","1","1","1","1","1","0"
"1270.31","1","1","1","1","0","0","1","0","0","0","1","1","1","1","1","0"
"1270.32","1","1","1","1","0","0","1","0","0","0","1","1","1","1","1","0"
"1270.27","1","1","1","1","0","0","1","0","0","0","1","1","1","1","1","0"
"1125724.3","1","0","0","0","0","0","1","0","0","0","1","1","1","0","0","1"
"2047.139","1","0","0","0","0","0","1","0","0","0","1","1","1","0","0","1"
"2047.138","1","0","0","0","0","0","1","0","0","0","1","1","1","0","0","1"
"2047.140","1","0","0","0","0","0","1","0","0","0","1","1","1","0","0","1"
"762948.4","1","0","0","0","0","0","1","0","0","0","1","1","1","0","0","1"
"2047.141","1","0","0","0","0","0","1","0","0","0","1","1","1","0","0","1"
"563032.4","1","0","0","0","0","0","1","0","0","0","1","1","1","0","0","1"
"37923.54","1","1","1","1","0","0","1","0","0","0","1","1","1","1","0","1"
"43675.152","1","0","0","0","0","0","1","0","0","0","1","1","1","0","0","1"
"553201.3","1","0","0","0","0","0","1","0","0","0","1","1","1","0","0","1"
"563033.4","1","0","0","0","0","0","1","0","0","0","1","1","1","0","0","1"
"43675.28","1","0","0","0","0","0","1","0","0","0","1","1","1","0","0","1"
"43675.106","1","0","0","0","0","0","1","0","0","0","1","1","1","0","0","1"
"680646.3","1","0","0","0","0","0","1","0","0","0","1","1","1","0","0","1"
"43675.207","1","0","0","0","0","0","1","0","0","0","1","1","1","0","0","1"
"644283.4","1","1","1","1","0","0","1","0","0","0","1","1","1","1","0","1"
"649754.3","1","0","0","0","0","0","1","0","0","0","1","1","1","1","0","0"
"553204.6","1","1","1","1","0","0","1","0","0","0","1","1","1","1","0","0"
"1078764.3","1","1","1","1","0","0","1","0","0","0","1","1","1","1","0","0"
"548476.3","1","0","0","0","0","0","1","0","0","0","1","1","1","1","0","0"
"1035195.3","1","0","0","0","0","0","1","0","0","0","1","1","1","1","0","0"
"196164.6","1","1","1","0","0","0","1","0","0","0","1","1","1","1","0","0"
"548478.3","1","0","0","0","0","0","1","0","0","0","1","1","1","1","0","0"
"548477.4","1","0","0","0","0","0","1","0","0","0","1","1","1","1","0","0"
"645127.4","1","1","1","0","0","0","1","0","0","0","1","1","1","1","0","0"
"1816684.3","1","1","1","0","0","0","1","0","0","0","1","1","1","1","0","0"
"161879.12","1","1","1","0","0","0","1","0","0","0","1","1","1","1","0","0"
"1121367.3","1","0","0","0","0","0","1","0","0","0","1","1","1","1","0","0"
"2079482.3","1","1","1","0","0","0","1","0","0","0","1","1","1","1","0","0"
"1121368.3","1","0","0","0","0","0","1","0","0","0","1","1","1","1","0","0"
"525268.3","1","0","0","0","0","0","1","0","0","0","1","1","1","1","0","0"
"553206.4","1","0","0","0","0","0","1","0","0","0","1","1","1","1","0","0"
"945712.3","1","0","0","0","0","0","1","0","0","0","1","1","1","1","0","0"
"945711.3","1","0","0","0","0","0","1","0","0","0","1","1","1","1","0","0"
"1223524.3","1","1","1","1","0","0","1","0","0","0","1","1","1","1","0","0"
"910954.3","1","1","1","1","0","0","1","0","0","0","1","1","1","1","0","0"
"122202.5","1","1","1","0","0","0","1","0","1","0","1","1","1","1","0","1"
"1077975.4","1","1","1","1","0","0","1","0","1","0","1","1","1","1","0","1"
"1316928.3","1","1","1","0","0","0","1","0","1","0","1","1","1","1","0","1"
"1089454.3","1","1","1","0","0","0","1","0","1","0","1","1","1","1","0","1"
"36809.5","1","1","1","0","0","0","1","0","0","0","1","1","1","1","0","1"
"1001725.3","1","1","1","0","0","0","1","0","0","0","1","1","1","1","0","1"
"1001740.3","1","1","1","0","0","0","1","0","0","0","1","1","1","1","0","1"
"262316.1","1","1","1","0","0","0","1","0","0","0","1","1","1","0","0","1"
"243243.7","1","1","1","0","0","0","1","0","0","0","1","1","1","0","0","1"
"1199187.3","1","1","1","0","0","0","1","0","0","0","1","1","1","0","0","1"
"1214102.3","1","1","1","0","0","0","1","0","0","0","1","1","1","1","1","1"
"1429046.4","1","1","1","1","0","0","1","0","0","0","1","1","1","1","0","1"
"525370.3","1","1","1","1","0","0","1","0","0","0","1","1","1","1","0","1"
"685727.3","1","1","1","1","0","0","1","0","0","0","1","1","1","1","0","1"
"234621.6","1","1","1","1","0","0","1","0","1","0","1","1","1","1","0","1"
"1833.80","1","1","1","1","0","0","1","0","1","0","1","1","1","1","0","1"
"1078016.3","1","1","1","1","0","0","1","0","1","0","1","1","1","1","0","1"
"1330040.3","1","1","1","1","0","0","1","0","1","0","1","1","1","1","0","1"
