"Y","DlgD","SgbH","SgbE","SgbU","LyxK","UlaD","UlaC","UlaB","UlaA","UlaE","UlaG","UlaF","UlaR","SgaR","AscK","AscG","AscT","AscR","AscT2","SgbH2","LyxK2","YiaN","YiaO","YiaM","DkgT","YiaL","YiaJ"
"1","0","1","1","1","0","0","1","1","1","0","1","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0"
"1","0","1","1","1","0","0","1","1","1","0","1","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0"
"1","0","1","1","1","0","0","1","1","1","0","1","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0"
"1","0","1","1","1","0","0","1","1","1","0","1","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0"
"1","0","1","1","1","0","0","1","1","1","0","1","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0"
"1","0","1","1","1","0","0","1","1","1","0","1","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0"
"1","0","1","1","1","0","0","1","1","1","0","1","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0"
"1","0","1","1","1","0","0","1","1","1","0","1","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0"
"1","0","1","1","1","0","0","1","1","1","0","1","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0"
"1","0","1","1","1","0","0","1","1","1","0","1","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0"
"1","0","1","1","1","0","0","1","1","1","0","1","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0"
"1","0","1","1","1","0","0","1","1","1","0","1","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0"
"1","0","1","1","1","0","0","1","1","1","0","1","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0"
"1","0","1","1","1","0","0","1","1","1","0","1","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0"
"1","0","1","1","1","0","0","1","1","1","0","1","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0"
"1","0","1","1","1","0","0","1","1","1","0","1","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0"
"1","0","1","1","1","0","0","1","1","1","0","1","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0"
"1","0","1","1","1","0","0","1","1","1","0","1","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0"
"1","0","1","1","1","0","0","1","1","1","0","1","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0"
"1","0","1","1","1","0","0","1","1","1","0","1","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0"
"1","0","1","1","1","0","0","1","1","1","0","1","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0"
"1","0","1","1","1","0","0","1","1","1","0","1","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0"
"1","0","1","1","1","0","0","1","1","1","0","1","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0"
"1","0","1","1","1","0","0","1","1","1","0","1","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0"
"1","0","1","1","1","0","0","1","1","1","0","1","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0"
"1","0","1","1","1","0","0","1","1","1","0","1","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0"
"1","0","1","1","1","0","0","1","1","1","0","1","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0"
"1","0","1","1","1","0","0","1","1","1","0","1","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0"
"1","0","1","1","1","0","0","1","1","1","0","1","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0"
"1","0","1","1","1","0","0","1","1","1","0","1","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0"
"0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1","0","1","1","1","0","0","1","1","1","0","1","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0"
"0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1","0","1","1","1","0","0","1","1","1","0","1","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0"
"0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1","0","1","1","1","0","0","1","1","1","0","1","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0"
"1","0","1","1","1","0","0","1","1","1","0","1","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0"
"1","0","1","1","1","0","0","1","1","1","0","1","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0"
"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1","0","1","1","1","0","0","1","1","1","0","1","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0"
"1","0","1","1","1","0","0","1","1","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1","0","1","1","1","0","0","1","1","1","0","1","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0"
"1","0","1","1","1","0","0","1","1","1","0","1","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0"
"1","0","1","1","1","0","0","1","1","1","0","1","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0"
"1","0","1","1","1","0","0","1","1","1","0","1","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0"
"1","0","1","1","1","0","0","1","1","1","0","1","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0"
"1","0","1","1","1","0","0","1","1","1","0","1","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0"
"1","0","1","1","1","0","0","1","1","1","0","1","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0"
"0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1","0","1","1","1","0","0","1","1","1","0","1","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0"
"1","0","1","1","1","0","0","1","1","1","0","1","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0"
"1","0","1","1","1","0","0","1","1","1","0","1","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0"
"0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1","0","1","1","1","0","0","1","1","1","0","1","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0"
"1","0","1","1","1","0","0","1","1","1","0","1","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0"
"1","0","1","1","1","0","0","1","1","1","0","1","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0"
"0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1","0","1","1","1","0","0","1","1","1","0","1","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0"
"0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1","0","1","1","1","0","0","1","1","1","0","1","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0"
"1","0","1","1","1","0","0","1","1","1","0","1","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0"
"1","0","1","1","1","0","0","1","1","1","0","1","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0"
"0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1","0","1","1","1","0","0","1","1","1","0","1","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0"
"1","0","1","1","1","0","0","1","1","1","0","1","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0"
"1","0","1","1","1","0","0","1","1","1","0","1","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0"
"0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1","0","1","1","1","0","0","1","1","1","0","1","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0"
"1","0","1","1","1","0","0","1","1","1","0","1","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0"
"1","0","1","1","1","0","0","1","1","1","0","1","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0"
"1","0","0","1","1","0","0","1","0","1","0","1","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0"
"1","0","1","1","1","0","0","1","1","1","0","1","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0"
"1","0","1","1","1","0","0","1","1","1","0","1","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0"
"1","0","1","1","1","0","0","1","1","1","0","1","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0"
"1","0","1","1","1","0","0","1","1","1","0","1","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0"
"1","0","1","1","1","0","0","1","1","1","0","1","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0"
"0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1","0","1","1","1","0","0","1","1","1","0","1","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0"
"1","0","1","1","1","0","0","1","1","1","0","1","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0"
"1","0","1","1","1","0","0","1","1","1","0","1","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0"
"1","0","1","1","1","0","0","1","1","1","0","1","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0"
"1","0","1","1","1","0","0","1","1","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1","0","1","1","1","0","0","1","1","1","0","1","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0"
"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1","0","1","1","1","0","0","1","1","1","0","1","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0"
"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1","0","1","1","1","0","0","1","1","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1","0","1","1","1","0","0","1","1","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1","0","1","1","1","0","0","1","1","1","0","1","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0"
"1","0","1","1","1","0","0","1","1","1","0","1","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0"
"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1","0","1","1","1","0","0","1","1","1","0","1","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0"
"1","0","1","1","1","0","0","1","1","1","0","1","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0"
"1","0","1","1","1","0","0","1","1","1","0","1","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0"
"1","0","1","1","1","0","0","1","1","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1","0","1","1","1","0","0","1","1","1","0","1","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0"
"1","0","1","1","1","0","0","1","1","1","0","1","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0"
"1","0","1","1","1","0","0","1","1","1","0","1","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0"
"1","0","1","1","1","0","0","1","1","1","0","1","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0"
"1","0","1","1","1","0","0","1","1","1","0","1","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0"
"1","0","1","1","1","1","0","1","1","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1","0","1","1","1","0","0","1","1","1","0","1","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0"
"1","0","1","1","1","1","0","1","1","1","0","1","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0"
"1","0","1","1","1","0","0","1","1","1","0","1","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0"
"1","0","1","1","1","1","0","1","1","1","0","1","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0"
"1","0","1","1","1","0","0","1","1","1","0","1","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0"
"0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1","0","1","1","1","0","0","1","1","1","0","1","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0"
"1","0","1","1","1","0","0","1","1","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1","0","1","1","1","0","0","1","1","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1","0","1","1","1","0","0","0","1","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1","0","1","1","1","0","0","1","1","1","0","1","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0"
"1","0","1","1","1","0","0","1","1","1","0","1","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0"
"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1","0","1","1","1","0","0","1","1","1","0","1","0","0","0","0","0","0","1","0","1","1","0","0","0","0","0","0"
"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1","0","1","1","1","0","0","1","1","1","0","1","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1","0","1","1","1","0","0","1","1","1","0","1","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1","0","1","1","1","0","0","1","1","1","0","1","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1","0","1","1","1","0","0","1","1","1","0","1","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1","0","1","1","1","0","0","1","1","1","0","1","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0"
"0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1","0","1","1","1","0","0","1","1","1","0","1","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0"
"0","0","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","0","0","0","0","0","0"
"0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1","0","1","1","1","0","0","1","1","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1","0","1","1","1","0","0","1","1","1","0","1","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0"
"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1","0","1","1","1","0","0","1","1","1","0","1","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0"
"0","0","0","1","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"0","0","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0"
"0","0","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","0","0","0","0","0","0"
